USE NNV;
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (1, 1, 55, 02, 'Oakridge', 'Tayasan', 41035, 'Mississippi', 284376, 14 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (139, 39, 38, 8, 'Barnett', 'Goúvai', 49883, 'Pennsylvania', 668808, 21 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (140, 40, 70, 19, 'School', 'Gostovići', 14434, 'Illinois', 268793, 221 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (141, 41, 22, 56, 'Coleman', 'Aoqiao', 18360, 'Kentucky', 304668, 69 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (142, 42, 79, 39633, 'Memorial', 'Lameiro', 59376, 'Kansas', 326338, 20 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (143, 43, 50, 2360, 'Sunfield', 'Barreiro do Jaíba', 20715, 'Arkansas', 587490, 290 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (144, 44, 64, 74379, 'John Wall', 'Dolod', 24882, 'North Carolina', 952902, 222 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (145, 45, 4, 80, 'Schmedeman', 'Las Heras', 47759, 'Rhode Island', 346794, 165 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (146, 46, 58, 4, 'Forest', 'Yermolino', 41157, 'Florida', 798729, 2 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (147, 47, 42, 173, 'Hagan', 'Nortelândia', 48209, 'Kentucky', 88474, 114 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (148, 48, 81, 9033, 'Elka', 'Namur', 34622, 'New Mexico', 562687, 297 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (149, 49, 39, 35, 'Monica', 'Syracuse', 10352, 'Michigan', 671005, 2 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (150, 50, 94, 175, 'Utah', 'Guaíra', 14631, 'Utah', 399157, 249 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (151, 51, 24, 30652, '1st', 'Moluo', 47431, 'Montana', 561432, 215 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (152, 52, 9, 40, 'Linden', 'Colorado Springs', 27799, 'Delaware', 251605, 285 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (153, 53, 1, 0752, 'Sunfield', 'Pedro Leopoldo', 32761, 'Idaho', 374695, 73 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (154, 54, 13, 97790, 'Sundown', 'Donskoye', 53903, 'Arkansas', 688270, 258 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (155, 55, 50, 92455, 'Nobel', 'Pueblo', 37651, 'Colorado', 933564, 62 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (156, 56, 46, 00, 'Arizona', 'Ganping', 50743, 'Hawaii', 519708, 178 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (157, 57, 35, 980, 'Ohio', '‘Izbat al Burj', 42727, 'Georgia', 416731, 17 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (158, 58, 88, 9475, 'Goodland', 'Beaune', 42550, 'New Hampshire', 738939, 300 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (159, 59, 2, 5236, 'Hooker', 'Buyant', 23964, 'Colorado', 876649, 129 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (160, 60, 25, 4561, 'Carey', 'Tamanar', 19488, 'Oregon', 415335, 246 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (161, 61, 27, 133, 'Sunnyside', 'Bobonan', 56845, 'Colorado', 745279, 94 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (162, 62, 10, 16, 'Superior', 'San Rafael', 50985, 'Kansas', 480545, 171 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (163, 63, 28, 56534, 'Northland', 'Guadalupe', 49194, 'Montana', 818974, 146 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (164, 64, 25, 3, 'Haas', 'Dukou', 16068, 'New Jersey', 278784, 280 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (165, 65, 80, 2, 'Ronald Regan', 'Järfälla', 57140, 'Oklahoma', 99747, 296 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (166, 66, 28, 94, 'Dakota', 'Moshkovo', 44871, 'Michigan', 848252, 124 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (167, 67, 41, 9, 'Gulseth', 'Kemijärvi', 41439, 'Rhode Island', 948899, 152 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (168, 68, 67, 19, 'Cordelia', 'Guangshan Chengguanzhen', 38045, 'Idaho', 874548, 166 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (169, 69, 91, 73, 'Stang', 'Igarapé', 17136, 'Louisiana', 156860, 150 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (170, 70, 93, 51, 'Brickson Park', 'Rancharia', 28919, 'Minnesota', 738954, 18 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (171, 71, 78, 2806, 'Washington', 'Huangshan', 23677, 'Idaho', 489139, 298 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (172, 72, 52, 0879, 'Red Cloud', 'Clarin', 50401, 'West Virginia', 830842, 95 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (173, 73, 59, 2913, 'Lakeland', 'Vyshchetarasivka', 57879, 'Montana', 483608, 100 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (174, 74, 87, 331, 'Meadow Vale', 'Witkowo', 32728, 'Virginia', 484835, 205 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (175, 75, 46, 6, 'Golf View', 'Sinegor'ye', 55591, 'Maryland', 824194, 35 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (176, 76, 91, 3680, 'Fremont', 'Puerto Asís', 25849, 'Indiana', 32141, 27 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (177, 77, 6, 71826, 'Oxford', 'Stockholm', 52578, 'Arizona', 872281, 27 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (178, 78, 38, 155, 'Fremont', 'Pashiya', 16455, 'Indiana', 396052, 121 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (179, 79, 31, 15035, 'Continental', 'Paris 13', 26909, 'New Jersey', 860314, 92 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (180, 80, 88, 60, 'Northfield', 'Criação Velha', 21130, 'West Virginia', 57052, 232 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (181, 81, 73, 11683, 'Elka', 'Barang', 54356, 'Utah', 556782, 268 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (182, 82, 37, 514, 'Grasskamp', 'Shuanghejiedao', 13544, 'Utah', 815288, 284 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (183, 83, 73, 7, 'Havey', 'Airdrie', 43845, 'Maryland', 840402, 299 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (184, 84, 30, 120, 'Monica', 'Taklale', 11945, 'Maine', 595507, 116 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (185, 85, 43, 1174, 'Kings', 'Nikolayevsk', 34937, 'Alabama', 26794, 107 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (186, 86, 86, 08, 'Bunting', 'Chironkamba', 45309, 'Alaska', 617404, 150 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (187, 87, 44, 95225, 'Miller', 'Dukuhbadag', 59118, 'Maryland', 834216, 297 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (188, 88, 33, 8, 'Hoard', 'Payao', 42463, 'Colorado', 727163, 288 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (189, 89, 57, 99, 'Forest Dale', 'Monte de Fralães', 10468, 'Massachusetts', 79140, 95 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (190, 90, 8, 9871, 'Dapin', 'Bigaan', 47979, 'Pennsylvania', 716532, 97 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (191, 91, 73, 50, 'Stuart', 'Lacabamba', 50871, 'Minnesota', 255226, 62 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (192, 92, 55, 6720, 'Loeprich', 'Mtubatuba', 32340, 'New Hampshire', 257120, 218 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (193, 93, 75, 9802, 'Summer Ridge', 'Tabuny', 42450, 'Kentucky', 531769, 11 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (194, 94, 51, 4033, 'Elka', 'Lameiro', 46355, 'South Dakota', 922508, 145 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (195, 95, 42, 99290, 'Starling', 'Fengxian', 45568, 'Nevada', 827744, 36 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (196, 96, 60, 91760, 'Logan', 'Lárdos', 39648, 'Rhode Island', 905360, 239 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (197, 97, 22, 27951, 'Sommers', 'Saeul', 59108, 'Iowa', 895360, 8 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (198, 98, 43, 0384, 'Ridge Oak', 'Itaperuna', 19006, 'Maine', 41857, 74 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (199, 99, 35, 566, 'Bartelt', 'Sipe Sipe', 29217, 'Arizona', 508186, 12 );
INSERT INTO Order (orderID, userID, coupanID, house_number, street_name, city, pincode, state, total_amount, transactionID) VALUES (200, 100, 62, 09479, 'Vahlen', 'Yuqunweng', 14713, 'Missouri', 980148, 143 );
