USE NNV;
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (1, 1, 1, 2012-03-01, 1340063, 'Failed', 'Credit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (164, 64, 64, 2022-02-21, 9037658, 'Success', 'Direct Debit' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (165, 65, 65, 2015-09-13, , '', 'ACH Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (166, 66, 66, 2021-10-12, 500097, 'Success', 'Wire Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (167, 67, 67, 2014-04-09, 9886403, 'Failed', 'Money Order' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (168, 68, 68, 2016-03-21, 3685791, 'Failed', 'Cheque' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (169, 69, 69, 2022-11-09, 6553921, 'Failed', 'Mobile Wallet' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (170, 70, 70, 2022-03-31, 1149581, 'Success', 'Alipay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (171, 71, 71, 2023-10-19, , 'Success', 'WeChat Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (172, 72, 72, 2016-01-16, , '', 'Samsung Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (173, 73, 73, 2021-03-31, , 'Success', 'Contactless Payment' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (174, 74, 74, 2023-04-28, 3699630, 'Success', 'Amazon Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (175, 75, 75, 2012-06-04, 4585316, 'Success', 'Credit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (176, 76, 76, 2022-08-21, 2328372, 'Success', 'Debit Card' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (177, 77, 77, 2018-09-30, 1712338, 'Success', 'PayPal' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (178, 78, 78, 2012-06-21, 6612529, 'Failed', 'Cash' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (179, 79, 79, 2018-06-26, 3316583, 'Success', 'Bank Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (180, 80, 80, 2013-08-25, 704703, 'Success', 'Cryptocurrency' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (181, 81, 81, 2015-11-05, , '', 'Venmo' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (182, 82, 82, 2022-04-11, 5484184, '', 'Apple Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (183, 83, 83, 2013-12-04, 2177247, 'Success', 'Google Pay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (184, 84, 84, 2011-03-06, 6555470, '', 'Cash App' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (185, 85, 85, 2017-10-06, , 'Failed', 'Stripe' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (186, 86, 86, 2020-12-22, , 'Failed', 'Square' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (187, 87, 87, 2022-03-27, 5243239, 'Success', 'Visa' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (188, 88, 88, 2022-05-03, 7533420, 'Failed', 'MasterCard' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (189, 89, 89, 2014-06-06, 8473122, 'Success', 'American Express' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (190, 90, 90, 2013-12-26, , 'Success', 'Discover' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (191, 91, 91, 2022-05-14, , 'Success', 'Diners Club' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (192, 92, 92, 2021-07-30, , 'Failed', 'JCB' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (193, 93, 93, 2022-10-15, 7272859, 'Success', 'Direct Debit' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (194, 94, 94, 2016-09-04, , 'Failed', 'ACH Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (195, 95, 95, 2020-08-03, 2211329, 'Success', 'Wire Transfer' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (196, 96, 96, 2015-10-30, 6154955, 'Failed', 'Money Order' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (197, 97, 97, 2018-12-17, 2433857, 'Failed', 'Cheque' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (198, 98, 98, 2022-02-06, 6314852, 'Failed', 'Mobile Wallet' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (199, 99, 99, 2014-05-30, 4063193, 'Success', 'Alipay' );
INSERT INTO Transactions (transactionID, orderID, userID, date_of_transaction, amount, transaction_status, payment_name) VALUES (200, 100, 100, 2022-01-09, 2465924, 'Success', 'WeChat Pay' );
