USE NNV;
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 50, 1, 2017-08-17, 15, 'get the second pair at half price', '1' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 32, 159, 2018-05-22, 40, 'Receive a complimentary gift card with the purchase of a gift basket', '159' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 93, 160, 2017-09-25, 31, '', '160' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 10, 161, 2010-09-11, 42, 'get 1 free on all jewelry items', '161' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 52, 162, 2016-08-14, 58, 'Receive a complimentary dessert with the purchase of any family meal', '162' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 78, 163, 2000-08-18, 39, '', '163' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 100, 164, 2017-12-27, 10, 'Enjoy a free upgrade to a suite with any hotel reservation', '164' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 55, 165, 2019-03-28, 52, 'Take $25 off your first month of membership', '165' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 52, 166, 2002-04-24, 44, 'Receive a free accessory with the purchase of any handbag', '166' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 97, 167, 2023-07-16, 56, 'Take $10 off your first meal delivery order', '167' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 75, 168, 2023-05-06, 46, '', '168' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 69, 169, 2009-09-29, 11, 'Get a free appetizer with the purchase of any bottle of wine', '169' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 69, 170, 2005-02-11, 46, 'Get a free appetizer sampler with the purchase of two entrees', '170' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 2, 171, 2010-03-24, 38, '', '171' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 80, 172, 2008-10-27, 45, 'get 1 free on all cosmetics', '172' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 37, 173, 2009-06-30, 15, 'Buy 2', '173' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 75, 174, 2017-04-23, 55, '', '174' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 100, 175, 2008-03-05, 29, 'get 1 free on all candles', '175' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 61, 176, 2011-07-24, 20, '', '176' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 97, 177, 2013-02-19, 58, 'Take $10 off any purchase made during your birthday month', '177' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 49, 178, 2009-03-26, 65, 'Get a free accessory with the purchase of any watch', '178' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 24, 179, 2007-09-09, 15, 'Enjoy a free appetizer with the purchase of two entrees', '179' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 70, 180, 2018-12-24, 15, '', '180' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 5, 181, 2019-04-24, 22, 'Treat yourself to a free dessert with the purchase of any entree', '181' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 26, 182, 2002-10-18, 16, 'Enjoy a free upgrade to a premium subscription for 7 days', '182' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 93, 183, 2007-12-29, 63, 'get one free on all classic board games', '183' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 29, 184, 2013-11-13, 64, 'Take $25 off your next purchase of $100 or more', '184' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 72, 185, 2009-09-24, 58, 'Enjoy a free upgrade to a premium account for 30 days', '185' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 99, 186, 2017-09-09, 67, 'Take $20 off your next purchase when you refer a family member', '186' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 55, 187, 2006-11-24, 20, 'Get a free trial of our software for 30 days', '187' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 14, 188, 2017-07-30, 52, '', '188' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 19, 189, 2001-05-20, 50, 'Receive a complimentary dessert with the purchase of any dinner entree', '189' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 18, 190, 2021-08-21, 33, '', '190' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 1, 191, 2010-11-19, 27, 'Enjoy a free upgrade to a full body massage', '191' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 13, 192, 2015-12-19, 23, '', '192' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 85, 193, 2006-04-09, 34, 'Enjoy a free upgrade to a deluxe car wash', '193' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 19, 194, 2001-02-01, 64, 'Enjoy a free trial of our premium subscription for 30 days', '194' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 23, 195, 2016-10-28, 10, 'Buy 2', '195' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 7, 196, 2000-03-18, 46, 'get one 50% off on all swimwear', '196' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 12, 197, 2014-09-03, 29, 'Buy 2', '197' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 87, 198, 2003-12-11, 61, '', '198' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 80, 199, 2018-03-04, 42, '', '199' );
INSERT INTO Coupans (adminID, userID, coupanID, expiry_date, discount_percentage, description, coupan_code) VALUES (1, 42, 200, 2003-04-04, 18, '', '200' );
